Time(s),é≤Ç–Ç∏Ç›(ñ≥éüå≥)xëùïùåWêî,é¿å¯ÇÃïΩãœëYê´Ç–Ç∏Ç›(%),é¿å¯ÇÃó›êœëYê´Ç–Ç∏Ç›(%),ê‚ëŒílç≈ëÂé≤Ç–Ç∏Ç›(%),çúäiî‰,îÊòJîjâÛÇ™ê∂Ç∂ÇÈó›êœëYê´Ç–Ç∏Ç›(%),îªíË(1:îÊòJîjâÛ),É}ÉCÉiÅ[ë•Ç≈ï]âøÇµÇΩéûÇÃëπèùìxD
55.07,0.005225081,0.1527439,1.6706802000000003,0.5232744,0.31321039179131943,102.91219252753652,0,0.0006833576235020938
55.11,0.005236671,0.1527439,1.6718392000000002,0.5236671,0.3132281501713801,102.90702950072061,0,0.0006833576235020938
55.12,0.005232744,0.1527439,1.6722319,0.5236671,0.3131545929724221,102.92841870790302,0,0.0006833576235020938
55.17,0.005236671,0.1527439,1.6726246,0.5236671,0.31308107031308763,102.94980675860891,0,0.0006833576235020938
55.19,0.005232744,0.1527439,1.6730173,0.5236671,0.3130075821690547,102.97119365293212,0,0.0006833576235020938
55.27,0.00524443,0.1527439,1.6741859,0.524443,0.31325254859690316,102.89993680852734,0,0.0006833576235020938
55.3,0.005236671,0.1527439,1.6749618,0.524443,0.3131074392263752,102.94213490866133,0,0.0006833576235020938
55.32,0.005240503,0.1527439,1.6753449999999999,0.524443,0.3130358224723863,102.9629739647281,0,0.0006833576235020938
63.02,-0.005165915,0.1527439,2.7159867999999996,0.524443,0.193094826528612,155.7755190826329,0,0.0006833576235020938
63.05,-0.005162083,0.40274390000000015,2.7163699999999995,0.524443,0.19306758652171835,145.8306522019337,0,0.0026773026928292084
63.09,-0.005169746,0.0,2.7171362999999995,0.524443,0.0,99999999999.9,0,0.0
63.12,-0.005165915,0.0,2.7175193999999996,0.524443,0.0,99999999999.9,0,0.0
63.14,-0.005173673,0.0,2.7182951999999996,0.524443,0.0,99999999999.9,0,0.0
63.18,-0.005169746,0.0,2.7186878999999995,0.524443,0.0,99999999999.9,0,0.0
63.19,-0.005189191,0.0,2.7206323999999995,0.524443,0.0,99999999999.9,0,0.0
63.25,-0.005181432,0.0,2.7214082999999993,0.524443,0.0,99999999999.9,0,0.0
63.29,-0.005189191,0.0,2.722184199999999,0.524443,0.0,99999999999.9,0,0.0
63.31,-0.005185263,0.0,2.7225769999999994,0.524443,0.0,99999999999.9,0,0.0
63.35,-0.005189191,0.0,2.7229697999999996,0.524443,0.0,99999999999.9,0,0.0
63.41,-0.005177601,0.0,2.7241287999999995,0.524443,0.0,99999999999.9,0,0.0
63.42,-0.005181432,0.0,2.7245118999999995,0.524443,0.0,99999999999.9,0,0.0
63.44,-0.005177601,0.0,2.7248949999999996,0.524443,0.0,99999999999.9,0,0.0
63.5,-0.005185263,0.0,2.7256612,0.524443,0.0,99999999999.9,0,0.0
71.48,0.005139832,0.0,3.7581707,0.524443,0.0,99999999999.9,0,0.0
71.5,0.005136001,0.40274390000000015,3.7585538,0.524443,0.13953318960074484,184.6147840887686,0,0.0026773026928292084
71.61,0.005163108,0.40274390000000015,3.7612645,0.524443,0.13943262963825065,184.70705842651486,0,0.005354605385658417
71.62,0.005159181,0.2777439000000001,3.7616571999999997,0.524443,0.1394180735022851,191.85833712218428,0,0.003360660316331302
71.74,0.005217323,0.2777439000000001,3.7674714,0.524443,0.13920291471887483,192.0735528425189,0,0.003360660316331302
71.75,0.005213395,0.2777439000000001,3.7678642,0.524443,0.13918840280920952,192.08808597493072,0,0.003360660316331302
71.82,0.00522125,0.2777439000000001,3.7686497,0.524443,0.13915939175774283,192.11714604722462,0,0.003360660316331302
71.87,0.005213491,0.2777439000000001,3.7694256,0.524443,0.1391307471355848,192.1458476991607,0,0.003360660316331302
71.9,0.005225081,0.2777439000000001,3.7705846,0.524443,0.13908798121118937,192.1887147311752,0,0.003360660316331302
71.91,0.005217323,0.2777439000000001,3.7713604,0.524443,0.13905936966406074,192.21740460240272,0,0.003360660316331302
71.92,0.005221154,0.2777439000000001,3.7717435,0.524443,0.13904524525594067,192.23157083430385,0,0.003360660316331302
71.95,0.005213491,0.2777439000000001,3.7725098,0.524443,0.1390170013607387,192.25990462582413,0,0.003360660316331302
72.02,0.005225081,0.2777439000000001,3.7736688,0.524443,0.13897430532324406,192.30275241903047,0,0.003360660316331302
79.68,-0.004995513,0.2652439000000001,4.795728199999999,0.524443,0.1093562808667931,228.7021801576078,0,0.0032085770846717147
79.69,-0.004991585,0.40274390000000015,4.796120999999999,0.524443,0.10934732464005809,217.18369046069176,0,0.005354605385658417
79.79,-0.005003175,0.40274390000000015,4.79728,0.524443,0.10932090684721342,217.21722743440748,0,0.0026773026928292084
79.83,-0.004995417,0.40274390000000015,4.7980558,0.524443,0.10930323069606651,217.2396728152226,0,0.0026773026928292084
79.87,-0.004999344,0.40274390000000015,4.7984485,0.524443,0.10929428543413564,217.25103337989628,0,0.0026773026928292084
79.88,-0.004995417,0.40274390000000015,4.7988412,0.524443,0.10928534163622668,217.26239327322233,0,0.0026773026928292084
79.92,-0.005010934,0.40274390000000015,4.8003929,0.524443,0.10925001576433462,217.30727376198104,0,0.0026773026928292084
79.94,-0.005007103,0.40274390000000015,4.800776,0.524443,0.1092412976568788,217.31835271577253,0,0.0026773026928292084
79.97,-0.005014765,0.40274390000000015,4.8015422,0.524443,0.10922386561550995,217.34050870764182,0,0.0026773026928292084
80.08,-0.005007103,0.40274390000000015,4.8023084,0.524443,0.1092064391366452,217.36266214559436,0,0.0026773026928292084
80.13,-0.005014765,0.40274390000000015,4.8030746,0.524443,0.10918901821762252,217.38481303007157,0,0.0026773026928292084
80.17,-0.005010934,0.40274390000000015,4.8034577,0.524443,0.10918030984222053,217.39588751489487,0,0.0026773026928292084
80.18,-0.005014861,0.40274390000000015,4.8038504,0.524443,0.10917138468758311,217.40723884986681,0,0.0026773026928292084
80.19,-0.005007007,0.40274390000000015,4.8046358,0.524443,0.10915353875521637,217.42993950828082,0,0.0026773026928292084
80.24,-0.005018693,0.40274390000000015,4.8058043999999995,0.524443,0.10912699651280024,217.46371095120992,0,0.0026773026928292084
87.51,0.005035235,0.40274390000000015,5.8111972,0.524443,0.09024698043287879,244.47389280567168,0,0.0026773026928292084
87.53,0.005031307,0.40274390000000015,5.81159,0.524443,0.09024088072283144,244.48370344839694,0,0.005354605385658417
87.76,0.005120484,0.40274390000000015,5.820507699999999,0.524443,0.09010262111671119,244.70628861903174,0,0.005354605385658417
87.85,0.005108798,0.3194105666666668,5.821676299999999,0.524443,0.09008453458671346,253.20128334153551,0,0.00603796300916051
87.86,0.005112629,0.3194105666666668,5.822059399999999,0.524443,0.09007860689294928,253.21156723360326,0,0.00603796300916051
87.95,0.005101039,0.3194105666666668,5.823218399999999,0.524443,0.09006067847292144,253.24267614119893,0,0.00603796300916051
87.97,0.005108798,0.3194105666666668,5.823994299999999,0.524443,0.09004868016440196,253.26349955022658,0,0.00603796300916051
88.0,0.005104966,0.3194105666666668,5.824377499999999,0.524443,0.09004275564212658,253.2737829917909,0,0.00603796300916051
88.03,0.005108798,0.3194105666666668,5.824760699999999,0.524443,0.09003683189937745,253.28406591525993,0,0.00603796300916051
94.92,-0.01016783,0.40274390000000015,7.352423499999999,1.016783,0.13829222432576146,185.75999151069195,0,0.008031908078487625
94.96,-0.010156145,0.4860772333333336,7.353591999999999,1.016783,0.13827024942368302,181.91593868350446,0,0.010639898717470364
94.99,-0.010163999,0.40274390000000015,7.354377399999999,1.016783,0.13825548305421478,185.79411427311683,0,0.005354605385658417
95.01,-0.010160072,0.40274390000000015,7.354770099999999,1.016783,0.13824810105213217,185.80097168067562,0,0.005354605385658417
95.08,-0.010171662,0.40274390000000015,7.355929099999999,1.0171662,0.13827841271607688,185.77281731213264,0,0.005354605385658417
95.09,-0.01016783,0.40274390000000015,7.356312299999999,1.0171662,0.1382712096113701,185.7795069955683,0,0.005354605385658417
95.17,-0.010183252,0.40274390000000015,7.357854499999999,1.0183252,0.13839974682837233,185.6602039892627,0,0.005354605385658417
95.23,-0.01016783,0.40274390000000015,7.3593967,1.0183252,0.138370744438875,185.68710943710536,0,0.005354605385658417
95.26,-0.010175493,0.40274390000000015,7.360163,1.0183252,0.1383563380321876,185.7004771254377,0,0.005354605385658417
95.29,-0.010171661,0.40274390000000015,7.3605462,1.0183252,0.13834913501392057,185.70716151963154,0,0.005354605385658417
95.3,-0.010175493,0.40274390000000015,7.3609294,1.0183252,0.13834193274561227,185.7138456990237,0,0.005354605385658417
95.4,-0.01016783,0.40274390000000015,7.3616957,1.0183252,0.13832753233742057,185.7272116692789,0,0.005354605385658417
95.47,-0.010175493,0.40274390000000015,7.362462000000001,1.0183252,0.13831313492687636,185.7405767806756,0,0.005354605385658417
95.48,-0.010171662,0.40274390000000015,7.362845100000001,1.0183252,0.13830593828464488,185.74725814232923,0,0.005354605385658417
95.49,-0.010175493,0.40274390000000015,7.363228200000002,1.0183252,0.13829874239127884,185.75393928935534,0,0.005354605385658417
102.27,0.010222974,0.40274390000000015,9.403074900000002,1.0222974,0.10871947856120978,217.983543073162,0,0.005354605385658417
102.28,0.010219142,0.5694105666666669,9.403458100000002,1.0222974,0.10871504813745062,207.794739114152,0,0.013699283234254284
102.32,0.010230733,0.6527439000000003,9.404617200000002,1.0230733,0.10878415125710804,203.57596844305482,0,0.02204396108285015
102.33,0.010226901,0.5277439000000003,9.405000400000002,1.0230733,0.10877971892483916,209.99483878665197,0,0.016376585927083492
102.43,0.01024625,0.5277439000000003,9.406935300000002,1.0246250000000001,0.10892229693553859,209.82700242280043,0,0.016376585927083492
102.44,0.010242418,0.5277439000000003,9.407318500000002,1.0246250000000001,0.10891786006820114,209.83222125714434,0,0.016376585927083492
102.48,0.01031215,0.5277439000000003,9.414291700000003,1.031215,0.10953718376922607,209.1062483680729,0,0.016376585927083492
102.53,0.010308223,0.5277439000000003,9.414684400000004,1.031215,0.10953261481606325,209.11158571368097,0,0.016376585927083492
102.58,0.010315981,0.5277439000000003,9.415460200000004,1.0315981,0.10956427812206138,209.07460296826326,0,0.016376585927083492
102.59,0.010312054,0.5277439000000003,9.415852900000004,1.0315981,0.10955970860589799,209.07993935600499,0,0.016376585927083492
102.66,0.010319813,0.5277439000000003,9.416628800000005,1.0319813,0.10959137520637953,209.04296395636723,0,0.016376585927083492
102.7,0.01031215,0.5277439000000003,9.417395100000006,1.0319813,0.10958245767983117,209.05337515333403,0,0.016376585927083492
102.77,0.010319813,0.5277439000000003,9.418161400000006,1.0319813,0.10957354160441542,209.06378569294515,0,0.016376585927083492
102.82,0.010308223,0.5277439000000003,9.419320400000005,1.0319813,0.10956005913122983,209.07952999468574,0,0.016376585927083492
102.83,0.01031215,0.5277439000000003,9.419713100000006,1.0319813,0.10955549166354114,209.08486424151653,0,0.016376585927083492
110.12,-0.010237466,0.6077439000000003,11.474674700000007,1.0319813,0.08993556043902486,229.41976102372757,0,0.02504857642731221
110.15,-0.010229804,0.6589939000000002,11.475440900000006,1.0319813,0.08992955556069306,226.30478777123324,0,0.022371273734483
110.2,-0.010237562,0.5694105666666669,11.476216700000005,1.0319813,0.08992347626199838,231.93706847826525,0,0.013699283234254284
110.23,-0.010233635,0.5694105666666669,11.476609400000006,1.0319813,0.08992039931236132,231.94148093364527,0,0.013699283234254284
110.25,-0.010237466,0.5694105666666669,11.476992500000007,1.0319813,0.08991739778517756,231.94578539230946,0,0.013699283234254284
110.26,-0.010233635,0.5694105666666669,11.477375600000007,1.0319813,0.089914396458368,231.95008972337374,0,0.013699283234254284
110.31,-0.010260838,0.5694105666666669,11.480095900000007,1.0319813,0.08989309052723152,231.98065006285546,0,0.013699283234254284
110.35,-0.010252984,0.5694105666666669,11.480881300000007,1.0319813,0.08988694099641979,231.9894721911498,0,0.013699283234254284
110.36,-0.010260838,0.5694105666666669,11.481666700000007,1.0319813,0.08988079230692173,231.99829378338566,0,0.013699283234254284
110.41,-0.010249152,0.5694105666666669,11.482835300000007,1.0319813,0.08987164520247011,232.01141847591242,0,0.013699283234254284
110.47,-0.010256911,0.5694105666666669,11.483611200000007,1.0319813,0.08986557294799385,232.02013205027768,0,0.013699283234254284
110.5,-0.010252984,0.5694105666666669,11.484003900000008,1.0319813,0.08986249995961768,232.02454198195028,0,0.013699283234254284
110.57,-0.010256911,0.5694105666666669,11.484396600000009,1.0319813,0.08985942718139839,232.02895177965678,0,0.013699283234254284
112.66,-0.006188807,0.5694105666666669,11.891207000000009,1.0319813,0.08678524392015034,236.52636548843924,0,0.013699283234254284
112.67,-0.006192639,0.4527439000000002,11.891590200000008,1.0319813,0.08678244731305988,245.6101156574003,0,0.014090215761074245
117.98,0.010412916,0.5694105666666669,13.552145700000008,1.0412915999999999,0.07683592126669649,252.3570566462376,0,0.013699283234254284
118.0,0.010405062,0.6089939000000003,13.552931100000007,1.0412915999999999,0.07683146858172984,249.27044825900353,0,0.01985953303707879
118.14,0.010474889,0.5277439000000003,13.559913800000007,1.0474888999999998,0.07724893501904115,255.12412076823878,0,0.016376585927083492
118.25,0.010467131,0.5277439000000003,13.560689600000007,1.0474888999999998,0.07724451564764076,255.13180570217602,0,0.016376585927083492
118.3,0.010474889,0.5277439000000003,13.561465400000007,1.0474888999999998,0.07724009678187133,255.1394902197722,0,0.016376585927083492
125.27,-0.010163903,0.5277439000000003,15.625344600000007,1.0474888999999998,0.06703781112129836,274.2080964527138,0,0.016376585927083492
125.35,-0.010159976,0.6589939000000002,15.625737300000008,1.0474888999999998,0.06703612635289852,262.38148972766106,0,0.022371273734483
125.42,-0.010171662,0.5694105666666669,15.626905900000008,1.0474888999999998,0.0670311133056736,270.17734926688956,0,0.013699283234254284
125.44,-0.010167734,0.5694105666666669,15.627298700000008,1.0474888999999998,0.0670294284449813,270.1806277918216,0,0.013699283234254284
125.51,-0.010171661,0.5694105666666669,15.627691400000009,1.0474888999999998,0.06702774409789018,270.18390539688346,0,0.013699283234254284
125.53,-0.010163903,0.5694105666666669,15.628467200000008,1.0474888999999998,0.06702441682828622,270.19038023179,0,0.013699283234254284
125.56,-0.010171661,0.5694105666666669,15.629243000000008,1.0474888999999998,0.06702108988899842,270.1968547341986,0,0.013699283234254284
125.59,-0.010167734,0.5694105666666669,15.629635700000009,1.0474888999999998,0.06701940596094631,270.20013191745375,0,0.013699283234254284
125.62,-0.010175589,0.5694105666666669,15.630421200000008,1.0474888999999998,0.0670160379299311,270.2066868628853,0,0.013699283234254284
125.67,-0.010167734,0.5694105666666669,15.631206700000007,1.0474888999999998,0.06701267023741675,270.21324146751857,0,0.013699283234254284
125.7,-0.010175589,0.5694105666666669,15.631992200000006,1.0474888999999998,0.06700930288335222,270.21979573138003,0,0.013699283234254284
125.78,-0.010171662,0.5694105666666669,15.632384900000007,1.0474888999999998,0.06700761954754578,270.22307231834804,0,0.013699283234254284
125.83,-0.010179421,0.5694105666666669,15.633160800000008,1.0474888999999998,0.06700429384696148,270.2295459763924,0,0.013699283234254284
132.61,0.010106786,0.5694105666666669,17.661781500000007,1.0474888999999998,0.059308224371363634,286.0900086196863,0,0.013699283234254284
132.63,0.0100951,0.6527439000000003,17.662950100000007,1.0474888999999998,0.05930430047469813,277.8842064542671,0,0.02204396108285015
132.66,0.010110618,0.7027439000000003,17.66450190000001,1.0474888999999998,0.05929909068084163,273.46588929243694,0,0.030388638931446017
132.7,0.010106786,0.6027439000000003,17.66488510000001,1.0474888999999998,0.05929780432027827,282.68844509617566,0,0.02472126377567936
132.72,0.010110618,0.6027439000000003,17.66526830000001,1.0474888999999998,0.0592965180155231,282.69118062741995,0,0.02472126377567936
132.78,0.010106786,0.6027439000000003,17.665651500000013,1.0474888999999998,0.0592952317665725,282.69391609292654,0,0.02472126377567936
132.83,0.010164928,0.6027439000000003,17.671465700000013,1.0474888999999998,0.05927572266968206,282.7354125790428,0,0.02472126377567936
132.84,0.010161001,0.6027439000000003,17.671858400000012,1.0474888999999998,0.05927440545811521,282.7382147700963,0,0.02472126377567936
132.9,0.010168855,0.6027439000000003,17.672643800000014,1.0474888999999998,0.059271771210598324,282.74381894522196,0,0.02472126377567936
132.96,0.010161001,0.6027439000000003,17.673429200000015,1.0474888999999998,0.05926913719721122,282.7494228443893,0,0.02472126377567936
132.98,0.010164928,0.6027439000000003,17.673821900000014,1.0474888999999998,0.059267820278306585,282.7522246904951,0,0.02472126377567936
133.08,0.010161097,0.6027439000000003,17.674205000000015,1.0474888999999998,0.05926653560938096,282.75495797579975,0,0.02472126377567936
133.12,0.010164928,0.6027439000000003,17.674588100000015,1.0474888999999998,0.059265250996146206,282.75769119545646,0,0.02472126377567936
139.88,-0.020400109,0.7027439000000003,20.731091800000016,2.0400109,0.09840344732832636,213.10826951738863,0,0.030388638931446017
139.89,-0.020392351,0.8077439000000004,20.731867600000015,2.0400109,0.09839976500718144,208.22760800886545,0,0.037959158901900006
139.92,-0.020400109,0.6527439000000003,20.732643400000015,2.0400109,0.09839608296161591,215.68470595276978,0,0.02204396108285015
139.94,-0.020392351,0.6527439000000003,20.733419200000014,2.0400109,0.09839240119159885,215.6892529293986,0,0.02204396108285015
139.98,-0.020407869,0.6527439000000003,20.734971000000016,2.0407869,0.098422462225773,215.65213323513635,0,0.02204396108285015
140.0,-0.020400109,0.6527439000000003,20.735747000000014,2.0407869,0.09841877893282545,215.65668071877192,0,0.02204396108285015
140.1,-0.020431048,0.6527439000000003,20.738840900000014,2.0431048,0.09851586257166371,215.53688293915928,0,0.02204396108285015
140.11,-0.020427217,0.6527439000000003,20.739224000000014,2.0431048,0.09851404276264139,215.53912729513004,0,0.02204396108285015
140.16,-0.020431144,0.6527439000000003,20.739616700000013,2.0431144,0.09851264030352107,215.540856968682,0,0.02204396108285015
140.22,-0.020427217,0.6527439000000003,20.740009400000012,2.0431144,0.09851077502404597,215.54315748842973,0,0.02204396108285015
140.33,-0.020434975,0.6527439000000003,20.740785200000012,2.0434975,0.0985255611248507,215.5249225790497,0,0.02204396108285015
140.36,-0.020427217,0.6527439000000003,20.74156100000001,2.0434975,0.09852187595716633,215.52946701111173,0,0.02204396108285015
140.37,-0.020431144,0.6527439000000003,20.74195370000001,2.0434975,0.09852001067768264,215.53176728773965,0,0.02204396108285015
147.21,0.020587053,0.6527439000000003,24.84377340000001,2.0587053,0.08286604723258341,236.73576174068418,0,0.02204396108285015
147.22,0.020583222,0.9127439000000005,24.84415650000001,2.0587053,0.08286476942777266,222.39273642711387,0,0.046781373039012565
147.3,0.02059874,0.7077439000000003,24.845708300000013,2.059874,0.08290663220899197,233.23275314906482,0,0.030715951583078868
147.35,0.020594812,0.7077439000000003,24.846101100000013,2.059874,0.08290532151138993,233.23464109422395,0,0.030715951583078868
147.41,0.020676135,0.7077439000000003,24.854233400000012,2.0676135,0.08318959055079925,232.8258907173202,0,0.030715951583078868
147.49,0.020668471,0.7077439000000003,24.854999800000012,2.0676135,0.08318702541289094,232.8295727226249,0,0.030715951583078868
147.53,0.02067623,0.7077439000000003,24.855775700000013,2.067623,0.08318481084458769,232.8327516131231,0,0.030715951583078868
147.54,0.020672303,0.7077439000000003,24.856168400000012,2.067623,0.08318349661647767,232.83463815603847,0,0.030715951583078868
147.56,0.020676135,0.7077439000000003,24.856551600000014,2.067623,0.08318221422154146,232.83647903266692,0,0.030715951583078868
147.57,0.020672303,0.7077439000000003,24.856934800000015,2.067623,0.08318093186614461,232.83831988164476,0,0.030715951583078868
147.6,0.020676135,0.7077439000000003,24.857318000000017,2.067623,0.0831796495502853,232.84016070297278,0,0.030715951583078868
147.66,0.020668376,0.7077439000000003,24.858093900000018,2.067623,0.08317705324944479,232.8438878971874,0,0.030715951583078868
147.68,0.020672303,0.7077439000000003,24.858486600000017,2.067623,0.08317573926644427,232.84577426868748,0,0.030715951583078868
149.21,0.014167131,0.6277439000000002,25.509003800000016,2.067623,0.08105463530488788,241.16175254170233,0,0.03191542361440464
149.22,0.014178817,0.5735772333333335,25.510172400000016,2.067623,0.08105092225876133,245.08329536218608,0,0.027967571589293447
154.62,-0.020671374,0.7077439000000003,28.995191500000015,2.067623,0.07130916862542533,251.2265301168934,0,0.030715951583078868
154.65,-0.020655857,0.8477439000000005,28.996743200000015,2.067623,0.07130535266457093,242.1874048499618,0,0.04118666388531021
154.69,-0.02066352,0.8477439000000005,28.997509500000014,2.067623,0.07130346832027072,242.1903138209646,0,0.04118666388531021
154.71,-0.020659688,0.8477439000000005,28.997892700000016,2.067623,0.07130252606252313,242.19176846481642,0,0.04118666388531021
154.74,-0.020671278,0.8477439000000005,28.999051700000017,2.067623,0.07129967632700207,242.1961679515442,0,0.04118666388531021
154.76,-0.020667447,0.8477439000000005,28.999434800000017,2.067623,0.07129873441533416,242.19762213141738,0,0.04118666388531021
154.78,-0.020679037,0.8477439000000005,29.00059380000002,2.0679037,0.07130556409503583,242.18707845691614,0,0.04118666388531021
154.8,-0.020675205,0.8477439000000005,29.00097700000002,2.0679037,0.07130462190980665,242.188532949953,0,0.04118666388531021
154.81,-0.020679037,0.8477439000000005,29.001360200000022,2.0679037,0.07130367974947598,242.1899874220227,0,0.04118666388531021
154.87,-0.02067511,0.8477439000000005,29.00175290000002,2.0679037,0.07130271425766126,242.19147793049373,0,0.04118666388531021
154.94,-0.020686795,0.8477439000000005,29.00292140000002,2.0686795,0.07132659056890726,242.15462350336458,0,0.04118666388531021
154.97,-0.020679037,0.8477439000000005,29.00369720000002,2.0686795,0.07132468270286585,242.15756798940754,0,0.04118666388531021
155.01,-0.020690722,0.8477439000000005,29.004865700000018,2.0690722000000004,0.07133534839983759,242.14110811099815,0,0.04118666388531021
155.05,-0.020679037,0.8477439000000005,29.006034200000016,2.0690722000000004,0.07133247467521772,242.1455427774846,0,0.04118666388531021
155.09,-0.020682868,0.8477439000000005,29.006417300000017,2.0690722000000004,0.0713315325571076,242.1469966680847,0,0.04118666388531021
161.96,0.020490215,0.8477439000000005,33.123725600000014,2.0690722000000004,0.06246496016136541,256.64961008104063,0,0.04118666388531021
161.97,0.020486384,1.0319105666666673,33.124108700000015,2.0690722000000004,0.062464237716983444,245.52553794438984,0,0.06592407584147263
162.04,0.020505733,1.1634581857142865,33.12604360000002,2.0690722000000004,0.062460589166162886,238.79260010285086,0,0.09066148779763504
162.08,0.020494047,1.0134581857142864,33.12721220000002,2.0690722000000004,0.062458385798005646,246.55189834764306,0,0.0742687536900685
162.15,0.020544429,1.0134581857142864,33.13225040000002,2.0690722000000004,0.06244888816848973,246.56699596789377,0,0.0742687536900685
162.18,0.020540597,1.0134581857142864,33.13263360000002,2.0690722000000004,0.062448165907342756,246.5681441641901,0,0.0742687536900685
162.2,0.020548261,1.017029614285715,33.13340000000002,2.0690722000000004,0.06244672143516811,246.372032955724,0,0.07459606634170134
162.26,0.020536766,1.017029614285715,33.13454950000002,2.0690722000000004,0.06244455504065324,246.37547105599248,0,0.07459606634170134
162.28,0.020544429,1.017029614285715,33.13531580000002,2.0690722000000004,0.062443110923964665,246.37776294392623,0,0.07459606634170134
162.32,0.020540597,1.017029614285715,33.135699000000024,2.0690722000000004,0.06244238879644576,246.37890901366896,0,0.07459606634170134
162.33,0.020544429,1.017029614285715,33.136082200000025,2.0690722000000004,0.06244166668562884,246.38005506756645,0,0.07459606634170134
162.37,0.020540597,1.017029614285715,33.13646540000003,2.0690722000000004,0.06244094459151333,246.38120110561886,0,0.07459606634170134
162.4,0.020544429,1.017029614285715,33.13684860000003,2.0690722000000004,0.062440222514098656,246.3823471278267,0,0.07459606634170134
162.43,0.020540598,1.017029614285715,33.13723170000003,2.0690722000000004,0.062439500641811266,246.38349283513003,0,0.07459606634170134
162.51,0.020544429,1.017029614285715,33.13761480000003,2.0690722000000004,0.06243877878621483,246.3846385265976,0,0.07459606634170134
164.07,0.013899794,0.967029614285715,33.802078300000026,2.0690722000000004,0.06121139007005965,251.24469145584763,0,0.0703745953666972
164.08,0.013903721,0.8746189000000005,33.802471000000025,2.0690722000000004,0.061210678947110075,257.0378028448728,0,0.07157406739802297
169.4,-0.020283826,1.0134581857142864,37.221225700000026,2.0690722000000004,0.0555885025570235,257.97778728196204,0,0.0742687536900685
169.43,-0.020272236,1.1134581857142865,37.22238470000003,2.0690722000000004,0.055586771687951494,252.1487008223985,0,0.08465398755502171
169.49,-0.020283922,1.1134581857142865,37.22355330000003,2.0690722000000004,0.05558502659121473,252.15159155785662,0,0.08465398755502171
169.51,-0.020276068,1.1134581857142865,37.224338700000025,2.0690722000000004,0.05558385379724688,252.1535343166874,0,0.08465398755502171
169.63,-0.020295511,1.1134581857142865,37.22628300000002,2.0690722000000004,0.05558095069550723,252.15834349691937,0,0.08465398755502171
169.65,-0.020287753,1.1134581857142865,37.22705880000002,2.0690722000000004,0.05557979240626979,252.1602623309232,0,0.08465398755502171
169.68,-0.020291584,1.1134581857142865,37.227441900000024,2.0690722000000004,0.05557922044597964,252.1612098570624,0,0.08465398755502171
169.73,-0.020283826,1.1134581857142865,37.22821770000002,2.0690722000000004,0.055578062228856015,252.16312861522246,0,0.08465398755502171
169.76,-0.020283922,1.1134581857142865,37.22822730000002,2.0690722000000004,0.05557804789700527,252.16315235823822,0,0.08465398755502171
169.77,-0.020279995,1.1134581857142865,37.22862000000002,2.0690722000000004,0.05557746164107075,252.1641235893134,0,0.08465398755502171
169.82,-0.020287753,1.1134581857142865,37.22939580000002,2.0690722000000004,0.055576303497248784,252.16604227037774,0,0.08465398755502171
169.9,-0.020279995,1.1134581857142865,37.23017160000002,2.0690722000000004,0.05557514540169348,252.16796090067572,0,0.08465398755502171
169.92,-0.020283826,1.1134581857142865,37.23055470000002,2.0690722000000004,0.05557457353704159,252.16890832622528,0,0.08465398755502171
176.91,0.020470867,1.1134581857142865,41.30602400000002,2.0690722000000004,0.050091294189922496,261.5927506068029,0,0.08465398755502171
176.94,0.020459277,1.2152439000000008,41.30718300000002,2.0690722000000004,0.05008988872468014,255.77463414319553,0,0.10894651144957632
177.09,0.020486288,1.0871189000000008,41.309884100000026,2.0690722000000004,0.05008661353276465,263.20341871312365,0,0.09299866540361758
177.11,0.020482457,1.0871189000000008,41.31026720000003,2.0690722000000004,0.050086149043354504,263.2042578616217,0,0.09299866540361758
177.12,0.020540502,1.0871189000000008,41.31607170000002,2.0690722000000004,0.050079112434108765,263.21697088367,0,0.09299866540361758
177.15,0.02053284,1.0871189000000008,41.316837900000024,2.0690722000000004,0.05007818374212997,263.21864884058397,0,0.09299866540361758
177.18,0.020540502,1.0902439000000006,41.317604100000025,2.0690722000000004,0.05007725508459478,263.0279708533189,0,0.09332597805525042
177.19,0.020536671,1.0902439000000006,41.317987200000026,2.0690722000000004,0.05007679076874294,263.0288084763694,0,0.09332597805525042
177.21,0.020540502,1.0902439000000006,41.318370300000026,2.0690722000000004,0.05007632646150129,263.029646089222,0,0.09332597805525042
177.22,0.020536671,1.0902439000000006,41.31875340000003,2.0690722000000004,0.050075862162869585,263.0304836918768,0,0.09332597805525042
177.24,0.020544429,1.0902439000000006,41.31952920000003,2.0690722000000004,0.05007492195724241,263.03217985521155,0,0.09332597805525042
177.32,0.020540598,1.0902439000000006,41.31991230000003,2.0690722000000004,0.05007445768465484,263.03301742701865,0,0.09332597805525042
177.35,0.020544429,1.0902439000000006,41.32029540000003,2.0690722000000004,0.05007399342067625,263.0338549886286,0,0.09332597805525042
177.38,0.020536671,1.0902439000000006,41.32107120000003,2.0690722000000004,0.050073053285220714,263.03555106884767,0,0.09332597805525042
177.39,0.020544429,1.0902439000000006,41.32184700000003,2.0690722000000004,0.050072113185066464,263.03724710725237,0,0.09332597805525042
177.41,0.020540502,1.0902439000000006,41.322239700000026,2.0690722000000004,0.05007163733189416,263.0381056041791,0,0.09332597805525042
