Step,Iteration,Increment(mm),Step,LoadingHysteresis,D(mm),Q(kN),k(N/mm),deltaD(mm),lastD(mm),lastQ(kN),stage,
           7,         137,      10.0000000000000000,       6.4566666666666164,      28.0000000000000000,     0.14000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.14000E+01,     0.50000E+02,           2,
           7,         138,      -6.0000000000000000,       6.4599999999999493,      22.0000000000000000,     0.11000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.11000E+01,     0.50000E+02,           2,
           7,         139,      10.0000000000000000,       6.4633333333332823,      32.0000000000000000,     0.16000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.16000E+01,     0.50000E+02,           2,
           7,         140,      -6.0000000000000000,       6.4666666666666153,      26.0000000000000000,     0.13000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.13000E+01,     0.50000E+02,           2,
           7,         141,      10.0000000000000000,       6.4699999999999482,      36.0000000000000000,     0.18000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.18000E+01,     0.50000E+02,           2,
           7,         142,      -6.0000000000000000,       6.4733333333332812,      30.0000000000000000,     0.15000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.15000E+01,     0.50000E+02,           2,
           7,         143,      10.0000000000000000,       6.4766666666666142,      40.0000000000000000,     0.20000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.20000E+01,     0.50000E+02,           2,
           7,         144,      -6.0000000000000000,       6.4799999999999471,      34.0000000000000000,     0.17000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.17000E+01,     0.50000E+02,           2,
           7,         145,      10.0000000000000000,       6.4833333333332801,      44.0000000000000000,     0.22000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.22000E+01,     0.50000E+02,           2,
           7,         146,      -6.0000000000000000,       6.4866666666666131,      38.0000000000000000,     0.19000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.19000E+01,     0.50000E+02,           2,
           7,         147,      10.0000000000000000,       6.4899999999999460,      48.0000000000000000,     0.24000E+01,     0.50000E+02,     0.16491E-01,     0.50000E+00,     0.24000E+01,     0.50000E+02,           2,
           7,         148,      -6.0000000000000000,       6.4933333333332790,      42.0000000000000000,     0.21000E+01,     0.50000E+02,     0.16491E-01,    -0.30000E+00,     0.21000E+01,     0.50000E+02,           2,
           7,         149,      10.0000000000000000,       6.4966666666666120,      52.0000000000000000,     0.26000E+01,     0.50827E+02,     0.82656E+04,     0.50000E+00,     0.26000E+01,     0.50827E+02,           3,
           7,         150,      -2.0000000000000000,       6.4999999999999449,      50.0000000000000000,     0.25000E+01,     0.50000E+02,     0.82656E+04,    -0.10000E+00,     0.25000E+01,     0.50000E+02,           3,
           7,         151,       2.0000000000000000,       6.5033333333332779,      52.0000000000000000,     0.26000E+01,     0.50827E+02,     0.82656E+04,     0.10000E+00,     0.26000E+01,     0.50827E+02,           3,
           7,         152,       2.0000000000000000,       6.5066666666666109,      54.0000000000000000,     0.27000E+01,     0.51653E+02,     0.82656E+04,     0.10000E+00,     0.27000E+01,     0.51653E+02,           3,
           7,         153,       2.0000000000000000,       6.5099999999999438,      56.0000000000000000,     0.28000E+01,     0.52480E+02,     0.82656E+04,     0.10000E+00,     0.28000E+01,     0.52480E+02,           3,
           7,         154,       2.0000000000000000,       6.5133333333332768,      58.0000000000000000,     0.29000E+01,     0.53306E+02,     0.82656E+04,     0.10000E+00,     0.29000E+01,     0.53306E+02,           3,
           7,         155,       2.0000000000000000,       6.5166666666666098,      60.0000000000000000,     0.30000E+01,     0.54133E+02,     0.82656E+04,     0.10000E+00,     0.30000E+01,     0.54133E+02,           3,
           7,         156,       2.0000000000000000,       6.5199999999999427,      62.0000000000000000,     0.31000E+01,     0.54960E+02,     0.82656E+04,     0.10000E+00,     0.31000E+01,     0.54960E+02,           3,
           7,         157,       2.0000000000000000,       6.5233333333332757,      64.0000000000000000,     0.32000E+01,     0.55786E+02,     0.82656E+04,     0.10000E+00,     0.32000E+01,     0.55786E+02,           3,
           7,         158,       2.0000000000000000,       6.5266666666666087,      66.0000000000000000,     0.33000E+01,     0.56613E+02,     0.82656E+04,     0.10000E+00,     0.33000E+01,     0.56613E+02,           3,
           7,         159,       2.0000000000000000,       6.5299999999999416,      68.0000000000000000,     0.34000E+01,     0.57439E+02,     0.82656E+04,     0.10000E+00,     0.34000E+01,     0.57439E+02,           3,
           7,         160,       2.0000000000000000,       6.5333333333332746,      70.0000000000000000,     0.35000E+01,     0.58266E+02,     0.82656E+04,     0.10000E+00,     0.35000E+01,     0.58266E+02,           3,
           7,         161,       2.0000000000000000,       6.5366666666666076,      72.0000000000000000,     0.36000E+01,     0.59092E+02,     0.82656E+04,     0.10000E+00,     0.36000E+01,     0.59092E+02,           3,
           7,         162,       2.0000000000000000,       6.5399999999999405,      74.0000000000000000,     0.37000E+01,     0.59919E+02,     0.82656E+04,     0.10000E+00,     0.37000E+01,     0.59919E+02,           3,
           7,         163,       2.0000000000000000,       6.5433333333332735,      76.0000000000000000,     0.38000E+01,     0.60745E+02,     0.82656E+04,     0.10000E+00,     0.38000E+01,     0.60745E+02,           3,
           7,         164,       2.0000000000000000,       6.5466666666666065,      78.0000000000000000,     0.39000E+01,     0.61572E+02,     0.82656E+04,     0.10000E+00,     0.39000E+01,     0.61572E+02,           3,
           7,         165,       2.0000000000000000,       6.5499999999999394,      80.0000000000000000,     0.40000E+01,     0.62399E+02,     0.82656E+04,     0.10000E+00,     0.40000E+01,     0.62399E+02,           3,
           7,         166,       2.0000000000000000,       6.5533333333332724,      82.0000000000000000,     0.41000E+01,     0.63225E+02,     0.82656E+04,     0.10000E+00,     0.41000E+01,     0.63225E+02,           3,
           7,         167,       2.0000000000000000,       6.5566666666666054,      84.0000000000000000,     0.42000E+01,     0.64052E+02,     0.82656E+04,     0.10000E+00,     0.42000E+01,     0.64052E+02,           3,
           7,         168,       2.0000000000000000,       6.5599999999999383,      86.0000000000000000,     0.43000E+01,     0.64878E+02,     0.82656E+04,     0.10000E+00,     0.43000E+01,     0.64878E+02,           3,
           7,         169,       2.0000000000000000,       6.5633333333332713,      88.0000000000000000,     0.44000E+01,     0.65705E+02,     0.82656E+04,     0.10000E+00,     0.44000E+01,     0.65705E+02,           3,
           7,         170,       2.0000000000000000,       6.5666666666666043,      90.0000000000000000,     0.45000E+01,     0.66531E+02,     0.82656E+04,     0.10000E+00,     0.45000E+01,     0.66531E+02,           3,
           7,         171,       2.0000000000000000,       6.5699999999999372,      92.0000000000000000,     0.46000E+01,     0.67358E+02,     0.82656E+04,     0.10000E+00,     0.46000E+01,     0.67358E+02,           3,
           7,         172,       2.0000000000000000,       6.5733333333332702,      94.0000000000000000,     0.47000E+01,     0.68184E+02,     0.82656E+04,     0.10000E+00,     0.47000E+01,     0.68184E+02,           3,
           7,         173,       2.0000000000000000,       6.5766666666666032,      96.0000000000000000,     0.48000E+01,     0.69011E+02,     0.82656E+04,     0.10000E+00,     0.48000E+01,     0.69011E+02,           3,
           7,         174,       2.0000000000000000,       6.5799999999999361,      98.0000000000000000,     0.49000E+01,     0.69838E+02,     0.82656E+04,     0.10000E+00,     0.49000E+01,     0.69838E+02,           3,
           7,         175,       2.0000000000000000,       6.5833333333332691,     100.0000000000000000,     0.50000E+01,     0.70664E+02,     0.82656E+04,     0.10000E+00,     0.50000E+01,     0.70664E+02,           3,
           7,         176,       2.0000000000000000,       6.5866666666666021,     102.0000000000000000,     0.51000E+01,     0.71491E+02,     0.82656E+04,     0.10000E+00,     0.51000E+01,     0.71491E+02,           3,
           7,         177,       2.0000000000000000,       6.5899999999999350,     104.0000000000000000,     0.52000E+01,     0.72317E+02,     0.82656E+04,     0.10000E+00,     0.52000E+01,     0.72317E+02,           3,
           7,         178,       2.0000000000000000,       6.5933333333332680,     106.0000000000000000,     0.53000E+01,     0.73144E+02,     0.82656E+04,     0.10000E+00,     0.53000E+01,     0.73144E+02,           3,
           7,         179,       2.0000000000000000,       6.5966666666666010,     108.0000000000000000,     0.54000E+01,     0.73970E+02,     0.82656E+04,     0.10000E+00,     0.54000E+01,     0.73970E+02,           3,
           7,         180,       2.0000000000000000,       6.5999999999999339,     110.0000000000000000,     0.55000E+01,     0.74797E+02,     0.82656E+04,     0.10000E+00,     0.55000E+01,     0.74797E+02,           3,
           7,         181,       2.0000000000000000,       6.6033333333332669,     112.0000000000000000,     0.56000E+01,     0.75623E+02,     0.82656E+04,     0.10000E+00,     0.56000E+01,     0.75623E+02,           3,
           7,         182,       2.0000000000000000,       6.6066666666665999,     114.0000000000000000,     0.57000E+01,     0.76450E+02,     0.82656E+04,     0.10000E+00,     0.57000E+01,     0.76450E+02,           3,
           7,         183,       2.0000000000000000,       6.6099999999999328,     116.0000000000000000,     0.58000E+01,     0.77277E+02,     0.82656E+04,     0.10000E+00,     0.58000E+01,     0.77277E+02,           3,
           7,         184,       2.0000000000000000,       6.6133333333332658,     118.0000000000000000,     0.59000E+01,     0.78103E+02,     0.82656E+04,     0.10000E+00,     0.59000E+01,     0.78103E+02,           3,
           7,         185,       2.0000000000000000,       6.6166666666665988,     120.0000000000000000,     0.60000E+01,     0.78930E+02,     0.82656E+04,     0.10000E+00,     0.60000E+01,     0.78930E+02,           3,
           7,         186,       2.0000000000000000,       6.6199999999999317,     122.0000000000000000,     0.61000E+01,     0.79756E+02,     0.82656E+04,     0.10000E+00,     0.61000E+01,     0.79756E+02,           3,
           7,         187,       2.0000000000000000,       6.6233333333332647,     124.0000000000000000,     0.62000E+01,     0.80583E+02,     0.82656E+04,     0.10000E+00,     0.62000E+01,     0.80583E+02,           3,
           7,         188,       2.0000000000000000,       6.6266666666665976,     126.0000000000000000,     0.63000E+01,     0.81409E+02,     0.82656E+04,     0.10000E+00,     0.63000E+01,     0.81409E+02,           3,
           7,         189,       2.0000000000000000,       6.6299999999999306,     128.0000000000000000,     0.64000E+01,     0.82236E+02,     0.82656E+04,     0.10000E+00,     0.64000E+01,     0.82236E+02,           3,
           7,         190,       2.0000000000000000,       6.6333333333332636,     130.0000000000000000,     0.65000E+01,     0.83062E+02,     0.82656E+04,     0.10000E+00,     0.65000E+01,     0.83062E+02,           3,
           7,         191,       2.0000000000000000,       6.6366666666665965,     132.0000000000000000,     0.66000E+01,     0.83889E+02,     0.82656E+04,     0.10000E+00,     0.66000E+01,     0.83889E+02,           3,
           7,         192,       2.0000000000000000,       6.6399999999999295,     134.0000000000000000,     0.67000E+01,     0.84716E+02,     0.82656E+04,     0.10000E+00,     0.67000E+01,     0.84716E+02,           3,
           7,         193,       2.0000000000000000,       6.6433333333332625,     136.0000000000000000,     0.68000E+01,     0.85542E+02,     0.82656E+04,     0.10000E+00,     0.68000E+01,     0.85542E+02,           3,
           7,         194,       2.0000000000000000,       6.6466666666665954,     138.0000000000000000,     0.69000E+01,     0.86369E+02,     0.82656E+04,     0.10000E+00,     0.69000E+01,     0.86369E+02,           3,
           7,         195,       2.0000000000000000,       6.6499999999999284,     140.0000000000000000,     0.70000E+01,     0.87195E+02,     0.82656E+04,     0.10000E+00,     0.70000E+01,     0.87195E+02,           3,
           7,         196,       2.0000000000000000,       6.6533333333332614,     142.0000000000000000,     0.71000E+01,     0.88022E+02,     0.82656E+04,     0.10000E+00,     0.71000E+01,     0.88022E+02,           3,
           7,         197,       2.0000000000000000,       6.6566666666665943,     144.0000000000000000,     0.72000E+01,     0.88848E+02,     0.82656E+04,     0.10000E+00,     0.72000E+01,     0.88848E+02,           3,
           7,         198,       2.0000000000000000,       6.6599999999999273,     146.0000000000000000,     0.73000E+01,     0.89675E+02,     0.82656E+04,     0.10000E+00,     0.73000E+01,     0.89675E+02,           3,
           7,         199,       2.0000000000000000,       6.6633333333332603,     148.0000000000000000,     0.74000E+01,     0.90501E+02,     0.82656E+04,     0.10000E+00,     0.74000E+01,     0.90501E+02,           3,
           7,         200,       2.0000000000000000,       6.6666666666665932,     150.0000000000000000,     0.75000E+01,     0.91328E+02,     0.82656E+04,     0.10000E+00,     0.75000E+01,     0.91328E+02,           3,
           7,         201,       2.0000000000000000,       6.6699999999999262,     152.0000000000000000,     0.76000E+01,     0.92155E+02,     0.82656E+04,     0.10000E+00,     0.76000E+01,     0.92155E+02,           3,
           7,         202,       2.0000000000000000,       6.6733333333332592,     154.0000000000000000,     0.77000E+01,     0.92981E+02,     0.82656E+04,     0.10000E+00,     0.77000E+01,     0.92981E+02,           3,
           7,         203,       2.0000000000000000,       6.6766666666665921,     156.0000000000000000,     0.78000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.78000E+01,     0.92988E+02,           3,
           7,         204,       2.0000000000000000,       6.6799999999999251,     158.0000000000000000,     0.79000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.79000E+01,     0.92988E+02,           3,
           7,         205,       2.0000000000000000,       6.6833333333332581,     160.0000000000000000,     0.80000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.80000E+01,     0.92988E+02,           3,
           7,         206,       2.0000000000000000,       6.6866666666665910,     162.0000000000000000,     0.81000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.81000E+01,     0.92988E+02,           3,
           7,         207,       2.0000000000000000,       6.6899999999999240,     164.0000000000000000,     0.82000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.82000E+01,     0.92988E+02,           3,
           7,         208,       2.0000000000000000,       6.6933333333332570,     166.0000000000000000,     0.83000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.83000E+01,     0.92988E+02,           3,
           7,         209,       2.0000000000000000,       6.6966666666665899,     168.0000000000000000,     0.84000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.84000E+01,     0.92988E+02,           3,
           7,         210,       2.0000000000000000,       6.6999999999999229,     170.0000000000000000,     0.85000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.85000E+01,     0.92988E+02,           3,
           7,         211,       2.0000000000000000,       6.7033333333332559,     172.0000000000000000,     0.86000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.86000E+01,     0.92988E+02,           3,
           7,         212,       2.0000000000000000,       6.7066666666665888,     174.0000000000000000,     0.87000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.87000E+01,     0.92988E+02,           3,
           7,         213,       2.0000000000000000,       6.7099999999999218,     176.0000000000000000,     0.88000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.88000E+01,     0.92988E+02,           3,
           7,         214,       2.0000000000000000,       6.7133333333332548,     178.0000000000000000,     0.89000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.89000E+01,     0.92988E+02,           3,
           7,         215,       2.0000000000000000,       6.7166666666665877,     180.0000000000000000,     0.90000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.90000E+01,     0.92988E+02,           3,
           7,         216,       2.0000000000000000,       6.7199999999999207,     182.0000000000000000,     0.91000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.91000E+01,     0.92988E+02,           3,
           7,         217,       2.0000000000000000,       6.7233333333332537,     184.0000000000000000,     0.92000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.92000E+01,     0.92988E+02,           3,
           7,         218,       2.0000000000000000,       6.7266666666665866,     186.0000000000000000,     0.93000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.93000E+01,     0.92988E+02,           3,
           7,         219,       2.0000000000000000,       6.7299999999999196,     188.0000000000000000,     0.94000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.94000E+01,     0.92988E+02,           3,
           7,         220,       2.0000000000000000,       6.7333333333332526,     190.0000000000000000,     0.95000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.95000E+01,     0.92988E+02,           3,
           7,         221,       2.0000000000000000,       6.7366666666665855,     192.0000000000000000,     0.96000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.96000E+01,     0.92988E+02,           3,
           7,         222,       2.0000000000000000,       6.7399999999999185,     194.0000000000000000,     0.97000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.97000E+01,     0.92988E+02,           3,
           7,         223,       2.0000000000000000,       6.7433333333332515,     196.0000000000000000,     0.98000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.98000E+01,     0.92988E+02,           3,
           7,         224,       2.0000000000000000,       6.7466666666665844,     198.0000000000000000,     0.99000E+01,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.99000E+01,     0.92988E+02,           3,
           7,         225,       2.0000000000000000,       6.7499999999999174,     200.0000000000000000,     0.10000E+02,     0.92988E+02,     0.10000E+00,     0.10000E+00,     0.10000E+02,     0.92988E+02,           3,
           7,         226,      -2.0000000000000000,       6.7533333333332504,     198.0000000000000000,     0.99000E+01,     0.92988E+02,     0.10000E+00,    -0.10000E+00,     0.99000E+01,     0.92988E+02,           3,
           7,         227,      10.0000000000000000,       6.7566666666665833,     208.0000000000000000,     0.10400E+02,     0.92988E+02,     0.10000E+00,     0.50000E+00,     0.10400E+02,     0.92988E+02,           3,
           7,         228,      -6.0000000000000000,       6.7599999999999163,     202.0000000000000000,     0.10100E+02,     0.92988E+02,     0.10000E+00,    -0.30000E+00,     0.10100E+02,     0.92988E+02,           3,
           7,         229,      10.0000000000000000,       6.7633333333332493,     212.0000000000000000,     0.10600E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.10600E+02,     0.92989E+02,           3,
           7,         230,      -6.0000000000000000,       6.7666666666665822,     206.0000000000000000,     0.10300E+02,     0.92988E+02,     0.10000E+00,    -0.30000E+00,     0.10300E+02,     0.92988E+02,           3,
           7,         231,      10.0000000000000000,       6.7699999999999152,     216.0000000000000000,     0.10800E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.10800E+02,     0.92989E+02,           3,
           7,         232,      -6.0000000000000000,       6.7733333333332482,     210.0000000000000000,     0.10500E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.10500E+02,     0.92989E+02,           3,
           7,         233,      10.0000000000000000,       6.7766666666665811,     220.0000000000000000,     0.11000E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.11000E+02,     0.92989E+02,           3,
           7,         234,      -6.0000000000000000,       6.7799999999999141,     214.0000000000000000,     0.10700E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.10700E+02,     0.92989E+02,           3,
           7,         235,      10.0000000000000000,       6.7833333333332471,     224.0000000000000000,     0.11200E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.11200E+02,     0.92989E+02,           3,
           7,         236,      -6.0000000000000000,       6.7866666666665800,     218.0000000000000000,     0.10900E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.10900E+02,     0.92989E+02,           3,
           7,         237,      10.0000000000000000,       6.7899999999999130,     228.0000000000000000,     0.11400E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.11400E+02,     0.92989E+02,           3,
           7,         238,      -6.0000000000000000,       6.7933333333332460,     222.0000000000000000,     0.11100E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.11100E+02,     0.92989E+02,           3,
           7,         239,      10.0000000000000000,       6.7966666666665789,     232.0000000000000000,     0.11600E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.11600E+02,     0.92989E+02,           3,
           7,         240,      -6.0000000000000000,       6.7999999999999119,     226.0000000000000000,     0.11300E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.11300E+02,     0.92989E+02,           3,
           7,         241,      10.0000000000000000,       6.8033333333332449,     236.0000000000000000,     0.11800E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.11800E+02,     0.92989E+02,           3,
           7,         242,      -6.0000000000000000,       6.8066666666665778,     230.0000000000000000,     0.11500E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.11500E+02,     0.92989E+02,           3,
           7,         243,      10.0000000000000000,       6.8099999999999108,     240.0000000000000000,     0.12000E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.12000E+02,     0.92989E+02,           3,
           7,         244,      -6.0000000000000000,       6.8133333333332438,     234.0000000000000000,     0.11700E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.11700E+02,     0.92989E+02,           3,
           7,         245,      10.0000000000000000,       6.8166666666665767,     244.0000000000000000,     0.12200E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.12200E+02,     0.92989E+02,           3,
           7,         246,      -6.0000000000000000,       6.8199999999999097,     238.0000000000000000,     0.11900E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.11900E+02,     0.92989E+02,           3,
           7,         247,      10.0000000000000000,       6.8233333333332427,     248.0000000000000000,     0.12400E+02,     0.92989E+02,     0.10000E+00,     0.50000E+00,     0.12400E+02,     0.92989E+02,           3,
           7,         248,      -6.0000000000000000,       6.8266666666665756,     242.0000000000000000,     0.12100E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.12100E+02,     0.92989E+02,           3,
           7,         249,      10.0000000000000000,       6.8299999999999086,     252.0000000000000000,     0.12600E+02,     0.94460E+02,     0.29417E+04,     0.50000E+00,     0.12600E+02,     0.94460E+02,           4,
           7,         250,      -6.0000000000000000,       6.8333333333332416,     246.0000000000000000,     0.12300E+02,     0.92989E+02,     0.10000E+00,    -0.30000E+00,     0.12300E+02,     0.92989E+02,           3,
           7,         251,      10.0000000000000000,       6.8366666666665745,     256.0000000000000000,     0.12800E+02,     0.97410E+02,     0.88436E+04,     0.50000E+00,     0.12800E+02,     0.97410E+02,           4,
           7,         252,      -6.0000000000000000,       6.8399999999999075,     250.0000000000000000,     0.12500E+02,     0.92988E+02,     0.14741E+05,    -0.30000E+00,     0.12500E+02,     0.92988E+02,           4,
           7,         253,      10.0000000000000000,       6.8433333333332405,     260.0000000000000000,     0.13000E+02,     0.10037E+03,     0.14768E+05,     0.50000E+00,     0.13000E+02,     0.10037E+03,           4,
           7,         254,      -6.0000000000000000,       6.8466666666665734,     254.0000000000000000,     0.12700E+02,     0.95934E+02,     0.14796E+05,    -0.30000E+00,     0.12700E+02,     0.95934E+02,           4,
           7,         255,      10.0000000000000000,       6.8499999999999064,     264.0000000000000000,     0.13200E+02,     0.10335E+03,     0.14824E+05,     0.50000E+00,     0.13200E+02,     0.10335E+03,           4,
           7,         256,      -6.0000000000000000,       6.8533333333332394,     258.0000000000000000,     0.12900E+02,     0.98890E+02,     0.14851E+05,    -0.30000E+00,     0.12900E+02,     0.98890E+02,           4,
           7,         257,      10.0000000000000000,       6.8566666666665723,     268.0000000000000000,     0.13400E+02,     0.10633E+03,     0.14879E+05,     0.50000E+00,     0.13400E+02,     0.10633E+03,           4,
           7,         258,      -6.0000000000000000,       6.8599999999999053,     262.0000000000000000,     0.13100E+02,     0.10186E+03,     0.14907E+05,    -0.30000E+00,     0.13100E+02,     0.10186E+03,           4,
           7,         259,      10.0000000000000000,       6.8633333333332383,     272.0000000000000000,     0.13600E+02,     0.10932E+03,     0.14934E+05,     0.50000E+00,     0.13600E+02,     0.10932E+03,           4,
           7,         260,      -6.0000000000000000,       6.8666666666665712,     266.0000000000000000,     0.13300E+02,     0.10484E+03,     0.14961E+05,    -0.30000E+00,     0.13300E+02,     0.10484E+03,           4,
           7,         261,      10.0000000000000000,       6.8699999999999042,     276.0000000000000000,     0.13800E+02,     0.11233E+03,     0.14989E+05,     0.50000E+00,     0.13800E+02,     0.11233E+03,           4,
           7,         262,      -6.0000000000000000,       6.8733333333332371,     270.0000000000000000,     0.13500E+02,     0.10783E+03,     0.15016E+05,    -0.30000E+00,     0.13500E+02,     0.10783E+03,           4,
           7,         263,      10.0000000000000000,       6.8766666666665701,     280.0000000000000000,     0.14000E+02,     0.11535E+03,     0.15043E+05,     0.50000E+00,     0.14000E+02,     0.11535E+03,           4,
           7,         264,      -6.0000000000000000,       6.8799999999999031,     274.0000000000000000,     0.13700E+02,     0.11083E+03,     0.15070E+05,    -0.30000E+00,     0.13700E+02,     0.11083E+03,           4,
           7,         265,      10.0000000000000000,       6.8833333333332360,     284.0000000000000000,     0.14200E+02,     0.11837E+03,     0.15098E+05,     0.50000E+00,     0.14200E+02,     0.11837E+03,           4,
           7,         266,      -6.0000000000000000,       6.8866666666665690,     278.0000000000000000,     0.13900E+02,     0.11384E+03,     0.15125E+05,    -0.30000E+00,     0.13900E+02,     0.11384E+03,           4,
           7,         267,      10.0000000000000000,       6.8899999999999020,     288.0000000000000000,     0.14400E+02,     0.12141E+03,     0.15152E+05,     0.50000E+00,     0.14400E+02,     0.12141E+03,           4,
           7,         268,      -6.0000000000000000,       6.8933333333332349,     282.0000000000000000,     0.14100E+02,     0.11686E+03,     0.15179E+05,    -0.30000E+00,     0.14100E+02,     0.11686E+03,           4,
           7,         269,      10.0000000000000000,       6.8966666666665679,     292.0000000000000000,     0.14600E+02,     0.12446E+03,     0.15206E+05,     0.50000E+00,     0.14600E+02,     0.12446E+03,           4,
           7,         270,      -6.0000000000000000,       6.8999999999999009,     286.0000000000000000,     0.14300E+02,     0.11989E+03,     0.15233E+05,    -0.30000E+00,     0.14300E+02,     0.11989E+03,           4,
           7,         271,      10.0000000000000000,       6.9033333333332338,     296.0000000000000000,     0.14800E+02,     0.12752E+03,     0.15259E+05,     0.50000E+00,     0.14800E+02,     0.12752E+03,           4,
           7,         272,      -6.0000000000000000,       6.9066666666665668,     290.0000000000000000,     0.14500E+02,     0.12294E+03,     0.15286E+05,    -0.30000E+00,     0.14500E+02,     0.12294E+03,           4,
           7,         273,      10.0000000000000000,       6.9099999999998998,     300.0000000000000000,     0.15000E+02,     0.13059E+03,     0.15313E+05,     0.50000E+00,     0.15000E+02,     0.13059E+03,           4,
           7,         274,      -6.0000000000000000,       6.9133333333332327,     294.0000000000000000,     0.14700E+02,     0.12599E+03,     0.15339E+05,    -0.30000E+00,     0.14700E+02,     0.12599E+03,           4,
           7,         275,      10.0000000000000000,       6.9166666666665657,     304.0000000000000000,     0.15200E+02,     0.13367E+03,     0.15366E+05,     0.50000E+00,     0.15200E+02,     0.13367E+03,           4,
           7,         276,      -6.0000000000000000,       6.9199999999998987,     298.0000000000000000,     0.14900E+02,     0.12906E+03,     0.15393E+05,    -0.30000E+00,     0.14900E+02,     0.12906E+03,           4,
           7,         277,      10.0000000000000000,       6.9233333333332316,     308.0000000000000000,     0.15400E+02,     0.13677E+03,     0.15419E+05,     0.50000E+00,     0.15400E+02,     0.13677E+03,           4,
           7,         278,      -6.0000000000000000,       6.9266666666665646,     302.0000000000000000,     0.15100E+02,     0.13213E+03,     0.15445E+05,    -0.30000E+00,     0.15100E+02,     0.13213E+03,           4,
           7,         279,      10.0000000000000000,       6.9299999999998976,     312.0000000000000000,     0.15600E+02,     0.13987E+03,     0.15472E+05,     0.50000E+00,     0.15600E+02,     0.13987E+03,           4,
           7,         280,      -6.0000000000000000,       6.9333333333332305,     306.0000000000000000,     0.15300E+02,     0.13522E+03,     0.15498E+05,    -0.30000E+00,     0.15300E+02,     0.13522E+03,           4,
           7,         281,      10.0000000000000000,       6.9366666666665635,     316.0000000000000000,     0.15800E+02,     0.14298E+03,     0.15524E+05,     0.50000E+00,     0.15800E+02,     0.14298E+03,           4,
           7,         282,      -6.0000000000000000,       6.9399999999998965,     310.0000000000000000,     0.15500E+02,     0.13832E+03,     0.15550E+05,    -0.30000E+00,     0.15500E+02,     0.13832E+03,           4,
           7,         283,      10.0000000000000000,       6.9433333333332294,     320.0000000000000000,     0.16000E+02,     0.14610E+03,     0.15576E+05,     0.50000E+00,     0.16000E+02,     0.14610E+03,           4,
